Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,log_GDP_per_capita,log_Population_mln,log_Adult_mortality
Slovenia,European Union,2006.0,3.3,4.0,102.7445,12.26,88.0,99.0,26.0,97.0,97.0,0.03,20280.0,2.01,1.8,1.9,11.8,1.0,0.0,78.1,9.91739045770512,0.6981347220709843,4.632245323963136
Slovenia,European Union,2007.0,3.1,3.8,99.0175,11.02,88.0,98.0,26.0,97.0,97.0,0.03,21575.0,2.02,1.8,1.8,11.8,1.0,0.0,78.6,9.979290515951629,0.7030975114131134,4.5952966021897925
Slovenia,European Union,2008.0,2.9,3.6,94.189,10.94,88.0,98.0,26.0,97.0,97.0,0.03,22297.0,2.02,1.7,1.7,11.9,1.0,0.0,78.8,10.012207419250371,0.7030975114131134,4.545303401940061
Slovenia,European Union,2009.0,2.8,3.4,88.8695,10.52,88.0,98.0,26.0,96.0,96.0,0.03,20428.0,2.04,1.7,1.7,12.1,1.0,0.0,79.0,9.924661787767535,0.712949807856125,4.48716900153899
Slovenia,European Union,2010.0,2.6,3.2,86.192,10.33,88.0,96.0,26.0,96.0,96.0,0.02,20613.0,2.05,1.6,1.6,12.1,1.0,0.0,79.4,9.933677223699185,0.7178397931503168,4.456577365938178
Slovenia,European Union,2011.0,2.5,3.1,81.406,10.61,88.0,96.0,26.0,96.0,96.0,0.02,20747.0,2.05,1.6,1.6,12.2,1.0,0.0,80.0,9.940156936893139,0.7178397931503168,4.399448980365751
Slovenia,European Union,2012.0,2.4,2.9,80.7685,10.95,88.0,96.0,26.0,96.0,96.0,0.02,20157.0,2.06,1.5,1.5,11.7,1.0,0.0,80.1,9.91130690158826,0.7227059828014898,4.391587038030055
Slovenia,European Union,2013.0,2.3,2.8,77.3625,9.53,88.0,95.0,26.0,95.0,95.0,0.02,19922.0,2.06,1.4,1.4,11.7,1.0,0.0,80.3,9.89957992770511,0.7227059828014898,4.3485021670654795
Slovenia,European Union,2014.0,2.2,2.7,69.2825,10.92,88.0,94.0,26.0,95.0,95.0,0.01,20454.0,2.06,1.4,1.4,11.9,1.0,0.0,81.1,9.925933741365958,0.7227059828014898,4.238192349053462
Slovenia,European Union,2015.0,2.1,2.6,73.356,11.49,88.0,96.0,27.0,95.0,95.0,0.01,20890.0,2.06,1.4,1.3,12.0,1.0,0.0,80.8,9.947025854550612,0.7227059828014898,4.295324300834588
Solomon Islands,Oceania,2000.0,25.6,30.7,228.169,0.71,81.0,65.0,25.0,88.0,86.0,0.17,1939.0,0.41,1.4,1.4,4.6,0.0,1.0,67.4,7.569927655242652,-0.8915981192837836,5.430086582450763
Solomon Islands,Oceania,2001.0,25.3,30.4,221.1905,0.7,83.0,65.0,25.0,88.0,84.0,0.17,1737.0,0.42,1.4,1.4,4.6,0.0,1.0,67.8,7.459914766241105,-0.8675005677047231,5.399024321167136
Solomon Islands,Oceania,2002.0,25.1,30.1,214.212,1.09,75.0,65.0,25.0,78.0,78.0,0.17,1644.0,0.44,1.4,1.4,4.7,0.0,1.0,68.2,7.404887575616125,-0.8209805520698302,5.366966178853415
Solomon Islands,Oceania,2003.0,24.9,29.8,208.273,1.2,79.0,65.0,25.0,84.0,84.0,0.17,1706.0,0.45,1.3,1.3,4.7,0.0,1.0,68.5,7.441906728051625,-0.7985076962177716,5.338849719126114
Solomon Islands,Oceania,2004.0,24.7,29.6,202.334,1.21,81.0,65.0,25.0,89.0,90.0,0.17,1774.0,0.46,1.3,1.3,4.8,0.0,1.0,68.8,7.480992162869525,-0.7765287894989963,5.3099197972788765
Solomon Islands,Oceania,2005.0,24.4,29.3,196.3945,1.13,83.0,65.0,25.0,90.0,89.0,0.17,1827.0,0.47,1.3,1.3,4.8,0.0,1.0,69.2,7.510430556378006,-0.7550225842780328,5.280125391454924
Solomon Islands,Oceania,2006.0,24.1,28.9,190.4555,1.01,99.0,65.0,25.0,99.0,99.0,0.17,1871.0,0.48,1.3,1.3,4.9,0.0,1.0,69.5,7.534228326274089,-0.7339691750802004,5.249418571478482
Solomon Islands,Oceania,2007.0,23.8,28.4,184.517,0.82,90.0,65.0,26.0,89.0,90.0,0.17,1910.0,0.49,1.2,1.2,4.9,0.0,1.0,69.8,7.554858521040676,-0.7133498878774648,5.217741600157277
Solomon Islands,Oceania,2008.0,23.3,27.8,179.355,1.07,89.0,65.0,26.0,88.0,89.0,0.17,1976.0,0.5,1.2,1.2,5.0,0.0,1.0,70.1,7.588829878307813,-0.6931471805599453,5.189367082039653
Solomon Islands,Oceania,2009.0,22.8,27.1,174.1935,1.2,92.0,65.0,26.0,90.0,92.0,0.17,1980.0,0.52,1.2,1.2,5.0,0.0,1.0,70.4,7.590852123688581,-0.6539264674066639,5.160166750289403
Solomon Islands,Oceania,2010.0,22.2,26.4,169.032,1.09,87.0,65.0,26.0,84.0,90.0,0.17,2099.0,0.53,1.2,1.2,5.1,0.0,1.0,70.7,7.649216319820633,-0.6348782724359695,5.130088046111219
Solomon Islands,Oceania,2011.0,21.6,25.6,163.8705,1.03,99.0,65.0,26.0,97.0,99.0,0.17,2195.0,0.54,1.2,1.2,5.2,0.0,1.0,71.0,7.693937325509272,-0.616186139423817,5.099076481752599
Solomon Islands,Oceania,2012.0,21.0,24.9,158.7095,0.97,99.0,65.0,26.0,88.0,99.0,0.17,2178.0,0.56,1.2,1.2,5.2,0.0,1.0,71.3,7.686162303492906,-0.579818495252942,5.067075487114404
Solomon Islands,Oceania,2013.0,20.5,24.2,155.1685,0.94,94.0,65.0,26.0,85.0,94.0,0.17,2232.0,0.57,1.1,1.2,5.3,0.0,1.0,71.6,7.710653323501202,-0.5621189181535413,5.044511623231629
Solomon Islands,Oceania,2014.0,19.9,23.4,151.628,0.95,88.0,65.0,26.0,78.0,88.0,0.17,2195.0,0.59,1.1,1.2,5.3,0.0,1.0,71.9,7.693937325509272,-0.527632742082372,5.02143015272388
Solomon Islands,Oceania,2015.0,19.3,22.7,148.087,1.01,98.0,65.0,26.0,85.0,98.0,0.17,2167.0,0.6,1.1,1.2,5.4,0.0,1.0,72.2,7.681099001536359,-0.5108256237659907,4.997799938892971
Somalia,Africa,2000.0,104.4,172.7,355.929,0.0,42.0,64.0,22.0,37.0,33.0,0.13,174.0,8.87,8.0,7.9,2.1,0.0,1.0,50.9,5.159055299214529,2.182674796321488,5.87473127275934
Somalia,Africa,2001.0,104.4,172.7,353.231,0.0,42.0,64.0,22.0,33.0,33.0,0.13,183.0,9.19,7.9,7.7,2.1,0.0,1.0,51.2,5.209486152841421,2.2181159363675955,5.867122233847756
Somalia,Africa,2002.0,104.4,172.7,350.5325,0.0,42.0,64.0,22.0,40.0,40.0,0.13,192.0,9.5,7.8,7.6,2.1,0.0,1.0,51.5,5.2574953720277815,2.2512917986064953,5.859453426855008
Somalia,Africa,2003.0,104.4,172.7,347.234,0.0,42.0,64.0,22.0,40.0,40.0,0.13,202.0,9.82,7.7,7.5,2.1,0.0,1.0,51.8,5.308267697401205,2.2844211223663744,5.849998904259012
Somalia,Africa,2004.0,104.4,172.7,343.935,0.0,42.0,64.0,22.0,30.0,30.0,0.13,213.0,10.13,7.6,7.4,2.1,0.0,1.0,52.0,5.3612921657094255,2.315501318260592,5.840452686031067
Somalia,Africa,2005.0,104.4,172.6,340.636,0.0,42.0,64.0,23.0,35.0,35.0,0.13,225.0,10.45,7.5,7.3,2.1,0.0,1.0,52.3,5.41610040220442,2.34660197841082,5.830814458474064
Somalia,Africa,2006.0,104.0,172.0,337.337,0.0,42.0,64.0,23.0,26.0,26.0,0.13,237.0,10.76,7.4,7.2,2.1,0.0,1.0,52.7,5.4680601411351315,2.3758355547336385,5.821082430685445
Somalia,Africa,2007.0,103.0,170.1,334.038,0.0,42.0,64.0,23.0,40.0,40.0,0.13,250.0,11.08,7.3,7.1,2.1,0.0,1.0,53.0,5.521460917862246,2.405141681319138,5.811254758960195
Somalia,Africa,2008.0,101.1,166.5,331.401,0.0,42.0,64.0,23.0,40.0,31.0,0.13,265.0,11.4,7.2,7.0,2.1,0.0,1.0,53.3,5.579729825986222,2.4336133554004498,5.803329122489418
Somalia,Africa,2009.0,98.7,161.9,328.7635,0.0,42.0,64.0,23.0,41.0,42.0,0.13,280.0,11.72,7.1,6.9,2.1,0.0,1.0,53.7,5.634789603169249,2.4612967841488667,5.795338647287628
Somalia,Africa,2010.0,96.2,157.4,326.1265,0.0,42.0,64.0,23.0,49.0,45.0,0.13,296.0,12.04,7.0,6.8,2.1,0.0,1.0,54.0,5.69035945432406,2.488234439880675,5.787285342909711
Somalia,Africa,2011.0,93.8,152.8,323.489,0.0,42.0,64.0,23.0,49.0,41.0,0.13,313.0,12.38,6.9,6.7,2.1,0.0,1.0,54.3,5.746203190540153,2.5160822672564502,5.779165110271647
Somalia,Africa,2012.0,91.0,147.8,320.8515,0.0,42.0,64.0,23.0,47.0,42.0,0.13,331.0,12.72,6.8,6.7,2.1,0.0,1.0,54.7,5.802118375377063,2.543175557911976,5.77097839926741
Somalia,Africa,2013.0,88.4,143.0,316.669,0.0,42.0,64.0,23.0,47.0,42.0,0.13,330.0,13.06,6.8,6.6,2.1,0.0,1.0,55.1,5.799092654460526,2.569554123848285,5.757857064320382
Somalia,Africa,2014.0,85.9,138.4,312.486,0.0,42.0,64.0,23.0,47.0,42.0,0.13,346.0,13.42,6.7,6.5,2.1,0.0,1.0,55.5,5.846438775057725,2.5967461315435356,5.744559668172906
Somalia,Africa,2015.0,83.6,134.3,308.303,0.0,42.0,64.0,23.0,47.0,42.0,0.13,386.0,13.8,6.6,6.4,2.1,0.0,1.0,55.9,5.955837369464831,2.624668592163159,5.731083065626467
South Africa,Africa,2000.0,47.7,71.5,434.1365,7.7,73.0,62.0,26.0,71.0,73.0,12.36,4930.0,44.97,16.3,19.1,8.8,0.0,1.0,56.0,8.503094267036737,3.805995600782616,6.073359000779607
South Africa,Africa,2001.0,47.8,73.1,460.7075,7.56,72.0,54.0,26.0,71.0,71.0,12.31,4996.0,45.57,15.4,18.1,7.5,0.0,1.0,55.1,8.516392871245468,3.8192496052757914,6.132763351383921
South Africa,Africa,2002.0,47.9,74.3,487.278,7.47,72.0,46.0,26.0,70.0,70.0,12.12,5116.0,46.15,14.5,17.1,8.5,0.0,1.0,54.3,8.540128162698734,3.8318969609488613,6.188834802103454
South Africa,Africa,2003.0,48.4,75.7,494.388,7.32,71.0,52.0,26.0,70.0,69.0,11.87,5203.0,46.72,13.5,16.1,8.8,0.0,1.0,53.7,8.556990661290303,3.8441723385199715,6.203320634004255
South Africa,Africa,2004.0,49.4,77.7,501.4985,7.2,76.0,51.0,27.0,73.0,74.0,11.64,5374.0,47.29,12.6,15.0,8.8,0.0,1.0,53.4,8.589327789175437,3.8562988566557843,6.217600616370598
South Africa,Africa,2005.0,49.4,78.8,508.6085,7.17,79.0,48.0,27.0,75.0,79.0,11.43,5588.0,47.88,11.6,13.9,8.9,0.0,1.0,53.4,8.628376720376853,3.8686978806897723,6.231678565392605
South Africa,Africa,2006.0,48.7,79.2,515.718,7.3,83.0,53.0,27.0,79.0,82.0,11.13,5827.0,48.49,1.6,12.8,9.0,0.0,1.0,53.8,8.670257567143075,3.881357591117261,6.2455601044617435
South Africa,Africa,2007.0,46.6,75.3,522.8285,7.5,83.0,49.0,27.0,79.0,82.0,10.86,6060.0,49.12,9.7,11.7,9.1,0.0,1.0,54.5,8.70946507906336,3.894266283838887,6.259253494418776
South Africa,Africa,2008.0,43.0,68.9,498.352,7.46,76.0,54.0,27.0,77.0,79.0,10.58,6171.0,49.78,8.9,1.7,9.7,0.0,1.0,55.4,8.727616178321068,3.907613296939446,6.211306654649117
South Africa,Africa,2009.0,38.4,60.3,473.875,7.25,74.0,63.0,27.0,75.0,76.0,10.13,5992.0,50.48,8.1,9.8,10.1,0.0,1.0,56.5,8.698180525197055,3.9215772182329576,6.160943573836499
South Africa,Africa,2010.0,34.4,52.0,449.3985,7.07,71.0,55.0,27.0,72.0,72.0,9.52,6085.0,51.22,7.3,8.9,10.0,0.0,1.0,57.7,8.713582005421628,3.9361300807713793,6.107910021961946
South Africa,Africa,2011.0,32.1,45.6,424.9215,7.17,76.0,54.0,27.0,71.0,69.0,9.01,6183.0,52.0,6.6,8.0,9.9,0.0,1.0,58.9,8.729558869558568,3.9512437185814275,6.051904445981831
South Africa,Africa,2012.0,31.0,41.5,400.445,7.22,68.0,53.0,27.0,69.0,65.0,8.52,6232.0,52.83,6.0,7.3,9.8,0.0,1.0,60.1,8.737452587550584,3.9670792111762245,5.992576428738438
South Africa,Africa,2013.0,30.1,39.3,384.094,7.21,73.0,50.0,27.0,79.0,73.0,7.97,6285.0,53.69,5.4,6.5,9.9,0.0,1.0,61.1,8.745921121024347,3.983226764434478,5.950887314297802
South Africa,Africa,2014.0,29.4,37.6,367.7435,7.21,85.0,55.0,27.0,85.0,77.0,7.47,6274.0,54.54,4.9,5.9,10.0,0.0,1.0,62.0,8.744169388750624,3.9989343774174424,5.907385684274356
South Africa,Africa,2015.0,28.6,36.3,351.3925,7.2,75.0,59.0,27.0,85.0,75.0,6.91,6260.0,55.39,4.4,5.3,10.1,0.0,1.0,62.6,8.741935464094144,4.014399072045013,5.861903832326593
South Korea,Asia,2000.0,3.8,3.8,117.5,10.93,93.0,93.0,24.7,99.0,97.0,0.1,12257.0,47.01,1.6,1.1,11.8,1.0,0.0,76.0,9.413852481341165,3.850360345036039,4.7664383335842135
South Korea,Asia,2001.0,3.4,3.4,109.8,10.93,89.0,89.0,25.2,99.0,97.0,0.1,11561.0,47.37,1.6,1.1,11.9,1.0,0.0,76.7,9.355392643675321,3.85798911693566,4.69866052907543
South Korea,Asia,2002.0,2.9,2.9,104.1,10.71,92.0,92.0,25.7,99.0,97.0,0.1,13165.0,47.64,1.6,1.1,12.0,1.0,0.0,77.1,9.48531707193041,3.8636727444870993,4.645351975620923
South Korea,Asia,2003.0,2.6,2.6,100.1,9.96,91.0,91.0,26.2,94.0,97.0,0.1,14673.0,47.89,1.6,1.0,12.1,1.0,0.0,77.6,9.593764349207467,3.868906714354518,4.6061696863211745
South Korea,Asia,2004.0,2.4,2.4,95.16,9.79,92.0,92.0,26.7,90.0,88.0,0.1,16496.0,48.08,1.6,1.0,12.2,1.0,0.0,78.2,9.71087320625674,3.872866290226952,4.555559685434757
South Korea,Asia,2005.0,2.1,2.1,90.59,9.51,99.0,99.0,27.2,96.0,96.0,0.1,19403.0,48.18,1.6,1.0,12.3,1.0,0.0,78.7,9.873182972271273,3.874943997186725,4.506343831681196
South Korea,Asia,2006.0,1.9,1.9,86.15,9.45,99.0,99.0,27.7,98.0,98.0,0.1,21743.0,48.44,1.5,1.0,12.4,1.0,0.0,79.4,9.987047145635058,3.8803259186848913,4.456089962973938
South Korea,Asia,2007.0,1.9,1.9,84.09,9.54,91.0,91.0,28.2,91.0,91.0,0.1,24086.0,48.68,1.5,1.0,12.5,1.0,0.0,79.8,10.089386037820425,3.8852682681193262,4.431887653844806
South Korea,Asia,2008.0,1.8,1.8,81.87,9.58,94.0,94.0,28.6,92.0,94.0,0.1,21350.0,49.05,1.5,1.0,12.7,1.0,0.0,79.9,9.96880701865677,3.892840186011372,4.405132623388357
South Korea,Asia,2009.0,1.6,1.6,80.91,9.53,94.0,94.0,29.1,95.0,94.0,0.1,19144.0,49.31,1.5,1.0,12.8,1.0,0.0,80.4,9.85974462958821,3.8981269002360346,4.393337425819748
South Korea,Asia,2010.0,1.6,1.6,78.97,9.38,94.0,94.0,29.5,95.0,94.0,0.1,23079.0,49.55,1.5,1.0,13.0,1.0,0.0,80.5,10.046678392127044,3.902982260775997,4.36906803350949
South Korea,Asia,2011.0,1.6,1.6,75.73,9.37,99.0,99.0,30.0,98.0,99.0,0.1,25098.0,49.94,1.5,1.0,13.0,1.0,0.0,81.1,10.130543440670253,3.910822284851627,4.327174383125731
South Korea,Asia,2012.0,1.5,1.5,71.5,9.33,99.0,99.0,30.4,99.0,99.0,0.1,25459.0,50.2,1.5,1.0,13.1,1.0,0.0,81.2,10.144824594042303,3.9160150266976834,4.269697449699962
South Korea,Asia,2013.0,1.4,1.4,68.68,9.05,99.0,99.0,30.8,99.0,99.0,0.1,27180.0,50.43,1.5,1.0,13.2,1.0,0.0,81.7,10.210236687705134,3.920586236088634,4.229458036029275
South Korea,Asia,2014.0,1.4,1.4,65.64,8.81,99.0,99.0,31.2,99.0,99.0,0.1,29253.0,50.75,1.5,1.0,13.3,1.0,0.0,82.0,10.283737411503228,3.926911617921897,4.18418526622189
South Korea,Asia,2015.0,1.3,1.3,61.84,8.52,98.0,98.0,31.7,98.0,98.0,0.1,28737.0,51.01,1.5,1.0,13.3,1.0,0.0,82.3,10.265940770051001,3.932021691934835,4.124550404279167
Spain,European Union,2000.0,4.4,5.4,83.203,11.61,77.0,92.0,26.1,95.0,95.0,0.11,23938.0,40.57,0.6,0.5,8.4,1.0,0.0,79.0,10.083222433433315,3.703028877218356,4.421283404869408
Spain,European Union,2001.0,4.3,5.3,81.959,12.01,83.0,92.0,26.1,95.0,96.0,0.1,24708.0,40.85,0.6,0.5,8.5,1.0,0.0,79.4,10.114882356815789,3.709906821306012,4.406219122222571
Spain,European Union,2002.0,4.2,5.1,80.4485,10.41,82.0,92.0,26.2,98.0,98.0,0.09,25026.0,41.43,0.6,0.5,8.5,1.0,0.0,79.6,10.127670563425001,3.7240052560893107,4.387617228143377
Spain,European Union,2003.0,4.1,5.0,80.6985,11.04,81.0,92.0,26.2,99.0,98.0,0.09,25311.0,42.19,0.6,0.5,8.6,1.0,0.0,79.6,10.138994362833737,3.7421832261362473,4.390719987742561
Spain,European Union,2004.0,3.9,4.9,77.449,11.32,97.0,91.0,26.2,97.0,97.0,0.09,25655.0,42.92,0.6,0.5,8.6,1.0,0.0,79.9,10.152493763376064,3.759337917762498,4.34961965522368
Spain,European Union,2005.0,3.8,4.7,75.851,11.92,96.0,92.0,26.2,96.0,96.0,0.09,26146.0,43.65,0.6,0.5,8.9,1.0,0.0,80.2,10.171451494121806,3.776203282285611,4.328770889623257
Spain,European Union,2006.0,3.7,4.5,73.3,11.86,97.0,94.0,26.2,98.0,98.0,0.09,26763.0,44.4,0.6,0.5,9.0,1.0,0.0,80.8,10.194775615581893,3.7932394694381792,4.294560608892605
Spain,European Union,2007.0,3.6,4.4,71.7905,11.05,96.0,95.0,26.2,96.0,96.0,0.09,27219.0,45.23,0.6,0.5,9.1,1.0,0.0,80.9,10.211670537837739,3.8117605834897517,4.273752155322461
Spain,European Union,2008.0,3.4,4.2,70.114,10.24,97.0,94.0,26.2,97.0,97.0,0.09,27026.0,45.95,0.6,0.5,9.2,1.0,0.0,81.2,10.204554644598032,3.827553848801696,4.250122488793515
Spain,European Union,2009.0,3.3,4.0,67.2055,9.99,96.0,90.0,26.2,96.0,96.0,0.09,25779.0,46.36,0.6,0.5,9.3,1.0,0.0,81.5,10.157315485981332,3.836437018471551,4.20775508941806
Spain,European Union,2010.0,3.1,3.8,64.95,8.94,97.0,92.0,26.2,97.0,97.0,0.09,25703.0,46.58,0.6,0.5,9.4,1.0,0.0,81.6,10.154362995588228,3.841171264456195,4.173617743116608
Spain,European Union,2011.0,3.0,3.7,63.491,8.74,97.0,91.0,26.1,97.0,97.0,0.09,25403.0,46.74,0.6,0.5,9.5,1.0,0.0,82.5,10.142622556268384,3.844600329110712,4.150898163570212
Spain,European Union,2012.0,2.9,3.6,61.3175,8.6,96.0,90.0,26.1,96.0,97.0,0.09,24635.0,46.77,0.6,0.5,9.5,1.0,0.0,82.4,10.111923474978063,3.845241971737795,4.116065283439955
Spain,European Union,2013.0,2.8,3.5,59.454,8.55,95.0,91.0,26.0,96.0,96.0,0.09,24361.0,46.62,0.6,0.5,9.5,1.0,0.0,83.1,10.100738771884387,3.842029633607611,4.0852029043048175
Spain,European Union,2014.0,2.8,3.4,57.9985,7.85,96.0,93.0,26.0,97.0,97.0,0.09,24772.0,46.48,0.6,0.5,9.7,1.0,0.0,83.2,10.117469262057952,3.8390221125436557,4.060417148143025
Spain,European Union,2015.0,2.7,3.3,57.9025,10.35,97.0,94.0,26.0,97.0,97.0,0.09,25742.0,46.44,0.6,0.5,9.7,1.0,0.0,82.8,10.155879178209323,3.8381611568296905,4.05876056153973
Sri Lanka,Asia,2000.0,14.2,16.5,165.2695,1.45,86.0,78.0,21.5,99.0,99.0,0.02,1923.0,18.78,15.3,15.5,10.0,0.0,1.0,71.3,7.56164174558878,2.932792473780117,5.107577474795705
Sri Lanka,Asia,2001.0,13.7,16.0,152.664,1.68,86.0,52.0,21.6,98.0,98.0,0.02,1880.0,18.91,15.4,15.6,10.2,0.0,1.0,72.2,7.539027055823995,2.9396908826703663,5.028239428044612
Sri Lanka,Asia,2002.0,13.4,15.5,140.0585,1.62,86.0,92.0,21.7,98.0,98.0,0.02,1939.0,19.06,15.4,15.6,10.2,0.0,1.0,73.1,7.569927655242652,2.947591898226056,4.942060192474178
Sri Lanka,Asia,2003.0,13.0,15.1,137.477,1.69,86.0,90.0,21.8,98.0,99.0,0.02,2037.0,19.22,15.4,15.5,10.2,0.0,1.0,73.8,7.619233416226805,2.9559514035421466,4.923456630387711
Sri Lanka,Asia,2004.0,17.7,28.9,134.895,1.56,62.0,95.0,21.9,97.0,97.0,0.02,2130.0,19.39,15.4,15.5,10.3,0.0,1.0,74.3,7.6638772587034705,2.9647574692545606,4.904496698034588
Sri Lanka,Asia,2005.0,12.2,14.2,132.3135,1.97,99.0,99.0,22.0,99.0,99.0,0.02,2245.0,19.54,15.4,15.5,10.4,0.0,1.0,74.7,7.716460800176355,2.972463646614637,4.8851741067314265
Sri Lanka,Asia,2006.0,11.6,13.5,129.7315,1.96,98.0,98.0,22.1,98.0,98.0,0.02,2398.0,19.7,15.4,15.5,10.5,0.0,1.0,74.9,7.7823903355874595,2.9806186357439426,4.865466929991988
Sri Lanka,Asia,2007.0,11.0,12.8,127.15,2.29,98.0,97.0,22.2,98.0,98.0,0.02,2543.0,19.84,15.4,15.5,10.6,0.0,1.0,75.0,7.841099765422119,2.987700101856727,4.845367491868129
Sri Lanka,Asia,2008.0,10.5,12.2,124.8175,2.1,98.0,97.0,22.3,98.0,98.0,0.02,2675.0,19.98,15.4,15.4,11.0,0.0,1.0,75.2,7.891704659330107,2.9947317732204075,4.8268526704637855
Sri Lanka,Asia,2009.0,13.9,21.3,122.485,2.05,97.0,97.0,22.4,97.0,97.0,0.02,2750.0,20.12,15.3,15.4,10.9,0.0,1.0,75.3,7.919356190660617,3.0017143452315387,4.807988573507702
Sri Lanka,Asia,2010.0,9.8,11.4,120.153,2.31,99.0,99.0,22.5,99.0,99.0,0.01,2950.0,20.26,15.3,15.3,10.8,0.0,1.0,75.4,7.989560449333865,3.0086484988205373,4.7887659306597765
Sri Lanka,Asia,2011.0,9.4,10.9,117.8205,3.03,99.0,99.0,22.6,99.0,99.0,0.01,3177.0,20.4,15.3,15.3,10.8,0.0,1.0,75.6,8.063692634269517,3.0155349008501706,4.769162279846207
Sri Lanka,Asia,2012.0,8.9,10.4,115.4885,2.89,99.0,99.0,22.7,99.0,99.0,0.01,3463.0,20.43,15.3,15.2,10.9,0.0,1.0,75.8,8.149890544402423,3.0170044088295307,4.749170957905148
Sri Lanka,Asia,2013.0,8.4,9.8,113.3855,2.65,99.0,99.0,22.8,99.0,99.0,0.01,3553.0,20.59,15.2,15.1,10.9,0.0,1.0,76.0,8.175547596021026,3.0248055210396982,4.730793517156903
Sri Lanka,Asia,2014.0,7.9,9.3,111.2825,2.45,99.0,99.0,22.9,99.0,99.0,0.01,3694.0,20.78,15.2,15.0,10.9,0.0,1.0,76.1,8.214465160759186,3.0339909856710814,4.712072013214739
Sri Lanka,Asia,2015.0,7.5,8.7,109.1795,2.72,99.0,99.0,23.0,99.0,99.0,0.01,3844.0,20.97,15.1,15.0,10.9,0.0,1.0,76.3,8.254268770090183,3.0430928449138284,4.692993316749793
St. Lucia,Central America and Caribbean,2000.0,15.6,18.4,177.7395,12.8,90.0,83.0,26.9,70.0,70.0,0.4,9327.0,0.16,4.5,4.5,7.0,0.0,1.0,73.3,9.140668698726863,-1.8325814637483102,5.180318995208589
St. Lucia,Central America and Caribbean,2001.0,15.6,18.3,174.9465,12.92,90.0,83.0,27.1,99.0,99.0,0.4,8927.0,0.16,4.5,4.5,7.1,0.0,1.0,73.5,9.096835671179361,-1.8325814637483102,5.1644802128976615
St. Lucia,Central America and Caribbean,2002.0,15.6,18.2,172.154,13.15,90.0,83.0,27.2,90.0,74.0,0.4,8896.0,0.16,4.4,4.5,7.2,0.0,1.0,73.6,9.093357016490364,-1.8325814637483102,5.148389425064984
St. Lucia,Central America and Caribbean,2003.0,15.7,18.3,167.83,13.78,84.0,83.0,27.4,91.0,90.0,0.4,9209.0,0.16,4.4,4.4,7.3,0.0,1.0,73.8,9.127936545721367,-1.8325814637483102,5.122951562320088
St. Lucia,Central America and Caribbean,2004.0,15.8,18.3,163.506,12.58,91.0,83.0,27.6,91.0,91.0,0.4,9800.0,0.16,4.4,4.4,7.4,0.0,1.0,74.0,9.190137664658664,-1.8325814637483102,5.096849686911687
St. Lucia,Central America and Caribbean,2005.0,16.0,18.4,159.182,12.87,95.0,83.0,27.8,95.0,95.0,0.4,9665.0,0.16,4.4,4.4,7.5,0.0,1.0,74.1,9.17626639164243,-1.8325814637483102,5.070048201691283
St. Lucia,Central America and Caribbean,2006.0,16.1,18.6,154.8585,13.02,85.0,83.0,28.0,85.0,85.0,0.4,10141.0,0.17,4.3,4.4,7.6,0.0,1.0,74.3,9.224341891611996,-1.7719568419318752,5.042511796743514
St. Lucia,Central America and Caribbean,2007.0,16.4,18.8,150.5345,12.59,99.0,83.0,28.2,99.0,99.0,0.4,10174.0,0.17,4.3,4.4,7.7,0.0,1.0,74.4,9.22759072538271,-1.7719568419318752,5.014192293798799
St. Lucia,Central America and Caribbean,2008.0,16.6,19.0,148.7125,12.05,96.0,83.0,28.4,96.0,96.0,0.4,10528.0,0.17,4.3,4.4,7.8,0.0,1.0,74.6,9.261793653565098,-1.7719568419318752,5.002014911802644
St. Lucia,Central America and Caribbean,2009.0,16.9,19.3,146.8905,11.06,95.0,83.0,28.6,95.0,95.0,0.4,10099.0,0.17,4.3,4.4,7.9,0.0,1.0,74.7,9.220191688026556,-1.7719568419318752,4.9896874112452165
St. Lucia,Central America and Caribbean,2010.0,17.3,19.7,145.0685,10.33,97.0,83.0,28.7,97.0,97.0,0.4,10151.0,0.17,4.3,4.3,8.4,0.0,1.0,74.9,9.225327501784431,-1.7719568419318752,4.977206044661413
St. Lucia,Central America and Caribbean,2011.0,17.7,20.0,143.2465,9.94,99.0,83.0,28.9,99.0,99.0,0.4,10619.0,0.18,4.3,4.3,8.4,0.0,1.0,75.0,9.270400128403846,-1.7147984280919266,4.96456692248659
St. Lucia,Central America and Caribbean,2012.0,18.1,20.4,141.425,9.62,98.0,83.0,29.1,98.0,98.0,0.4,10531.0,0.18,4.3,4.3,8.4,0.0,1.0,75.1,9.262078567380597,-1.7147984280919266,4.951769541229219
St. Lucia,Central America and Caribbean,2013.0,18.5,20.9,139.7475,8.93,99.0,83.0,29.4,99.0,99.0,0.4,10148.0,0.18,4.3,4.3,8.4,0.0,1.0,75.3,9.225031920719173,-1.7147984280919266,4.93983722278754
